timestamp,driver_alive,host_mem_available_kib,cgroup_memory_current_bytes,cgroup_oom,cgroup_oom_kill,mem_psi_some_avg10,mem_psi_full_avg10,gpu4_used_mib,gpu4_util_pct,gpu5_used_mib,gpu5_util_pct
2026-08-23T16:29:00+00:00,1,2091010548,10293248,0,0,0.00,0.00,0,0,0,0
2026-08-23T16:29:10+00:00,0,2085713404,,,,,,,,,
