tag,round,value,wall_time
env/return,1,0.25,1790004535.0252934
env/return,2,0.25,1790004798.9703953
env/return,3,1.0,1790005060.4155777
env/return,4,0.5,1790005321.6548178
env/return,5,0.5,1790005863.0935664
env/return,6,0.0,1790006125.2808378
env/return,7,0.25,1790006386.892608
env/return,8,0.25,1790006648.136536
env/return,9,0.75,1790006909.251189
env/return,10,0.5,1790007444.9818864
env/return,11,0.0,1790007703.8465462
env/return,12,0.5,1790007966.233483
env/return,13,0.5,1790008227.73372
env/return,14,0.5,1790008489.2767673
env/return,15,0.25,1790009029.4929214
env/return,16,0.5,1790009288.0531642
env/return,17,0.0,1790009549.3630214
env/return,18,0.5,1790009810.001658
env/return,19,0.25,1790010071.1044607
env/return,20,0.75,1790010609.779782
env/return,21,0.25,1790010866.9947722
env/return,22,0.75,1790011124.6341166
env/return,23,0.25,1790011383.3104968
env/return,24,0.75,1790011642.6896741
env/return,25,0.5,1790012172.545966
env/return,26,0.5,1790012430.5245697
env/return,27,1.0,1790012689.820803
env/return,28,0.25,1790012948.833595
env/return,29,0.5,1790013208.2879717
env/return,30,0.25,1790013740.9377315
env/return,31,0.75,1790013997.7594717
env/return,32,0.5,1790014258.2818942
env/return,33,0.5,1790014519.2241385
env/return,34,0.75,1790014778.3705351
env/return,35,0.25,1790015312.3448012
env/return,36,0.5,1790015570.547276
env/return,37,0.25,1790015832.592911
env/return,38,0.5,1790016094.909266
env/return,39,0.75,1790016354.9491947
env/return,40,0.5,1790016888.1833165
env/return,41,0.5,1790017146.2881029
env/return,42,1.0,1790017404.7348268
env/return,43,0.5,1790017664.1696186
env/return,44,0.5,1790017923.1194339
env/return,45,0.0,1790018456.9346862
env/return,46,0.0,1790018716.8418283
env/return,47,0.0,1790018978.2221696
env/return,48,0.5,1790019236.6957824
env/return,49,0.75,1790019496.0387256
env/return,50,0.0,1790020051.0175006
env/return,51,0.5,1790020309.2149258
env/return,52,0.75,1790020568.45038
env/return,53,0.5,1790020828.412405
env/return,54,0.75,1790021087.8308923
env/return,55,0.75,1790021618.102786
env/return,56,0.75,1790021876.1595693
env/return,57,0.5,1790022134.8974748
env/return,58,0.0,1790022396.1895833
env/return,59,0.25,1790022657.5375216
env/return,60,0.25,1790023192.0496874
env/return,61,0.75,1790023450.4451978
env/return,62,0.5,1790023710.9162228
env/return,63,0.25,1790023971.4231791
env/return,64,0.25,1790024233.0212724
env/return,65,0.25,1790024769.1963048
env/return,66,0.75,1790025028.4752386
env/return,67,0.75,1790025290.0089471
env/return,68,0.5,1790025552.1867223
env/return,69,0.75,1790025813.7840786
env/return,70,0.75,1790026349.6497607
env/return,71,0.25,1790026610.1559124
env/return,72,0.5,1790026870.9265037
env/return,73,0.75,1790027132.7201002
env/return,74,0.5,1790027394.0599399
env/return,75,0.5,1790027931.4037278
env/return,76,0.75,1790028190.385152
env/return,77,0.75,1790028450.445205
env/return,78,1.0,1790028710.655834
env/return,79,0.75,1790028971.2368443
env/return,80,0.0,1790029500.820155
env/return,81,0.25,1790029760.0862439
env/return,82,0.75,1790030018.9441922
env/return,83,0.25,1790030279.870298
env/return,84,0.75,1790030539.0853784
env/return,85,0.25,1790031066.578095
env/return,86,0.25,1790031324.7629476
env/return,87,0.5,1790031585.7530537
env/return,88,0.5,1790031846.4029987
env/return,89,0.25,1790032106.3672802
env/return,90,0.25,1790032633.3747985
env/return,91,0.5,1790032891.8118382
env/return,92,0.0,1790033152.5425017
env/return,93,1.0,1790033411.8855834
env/return,94,0.5,1790033671.0961673
env/return,95,0.5,1790034200.1516376
env/return,96,0.5,1790034458.404167
env/return,97,1.0,1790034718.2529523
env/return,98,0.75,1790034978.081644
env/return,99,0.5,1790035237.5684588
env/return,100,0.25,1790035793.3413465
env/return,101,0.25,1790036054.3212929
env/return,102,0.0,1790036316.5703325
env/return,103,0.25,1790036576.6534784
env/return,104,1.0,1790036837.5150366
env/return,105,0.5,1790037373.9555159
env/return,106,0.5,1790037634.1230853
env/return,107,1.0,1790037894.8005095
env/return,108,0.5,1790038154.451533
env/return,109,0.5,1790038415.33107
env/return,110,0.75,1790038948.7705696
env/return,111,0.0,1790039208.381246
env/return,112,0.25,1790039470.3427315
env/return,113,0.5,1790039731.2534058
env/return,114,0.25,1790039991.8469634
env/return,115,0.75,1790040528.326717
env/return,116,0.5,1790040787.8776562
env/return,117,0.75,1790041049.6065223
env/return,118,0.5,1790041310.4891984
env/return,119,0.5,1790041572.6470613
env/return,120,0.75,1790042108.088752
env/return,121,0.25,1790042366.790144
env/return,122,0.25,1790042626.9724507
env/return,123,0.5,1790042886.9661288
env/return,124,0.5,1790043148.0338166
env/return,125,0.75,1790043676.8776467
env/return,126,0.25,1790043934.1492527
env/return,127,0.5,1790044195.9479935
