unix_time,cgroup_current_bytes,cgroup_high_bytes,cgroup_max_bytes,event_high,event_max,event_oom,event_oom_kill,anon_bytes,file_bytes,shmem_bytes,inactive_file_bytes,active_file_bytes,slab_reclaimable_bytes,pgscan,pgsteal,refault_file,psi_some_avg10,psi_full_avg10,gpu0_used_mib,gpu0_util_pct,gpu1_used_mib,gpu1_util_pct,env_rss_kib,actor_rss_kib,rollout_rss_kib,driver_rss_kib,ray_system_rss_kib,matched_total_rss_kib,compute_process_count
1787568760,22785527808,253403070464,257698037760,0,0,0,0,12636815360,9804861440,17043456,858681344,8932814848,54708096,0,0,7842,0.00,0.00,447,0,447,0,1420,1615812,1348,1515080,2063892,5197552,2
1787568763,24241418240,253403070464,257698037760,0,0,0,0,13857165312,9804955648,17104896,858714112,8932814848,55980032,0,0,7842,0.00,0.00,447,0,447,0,2846972,1348,1360,1515640,2067628,6432948,2
1787568766,24732119040,253403070464,257698037760,0,0,0,0,14339727360,9804972032,17113088,858718208,8932818944,56185424,0,0,7842,0.00,0.00,447,0,447,0,3284852,1392,1344,1515524,2072760,6875872,3
1787568768,27409731584,253403070464,257698037760,0,0,0,0,17012572160,9821757440,33898496,858718208,8932818944,56582272,0,0,7842,0.00,0.00,950,0,909,0,4291024,1416,1376,1515640,2075148,7884604,6
1787568770,28684996608,253403070464,257698037760,0,0,0,0,18264924160,9821757440,33898496,858718208,8932818944,56555880,0,0,7842,0.00,0.00,950,0,909,0,4292480,1388,1444,1515548,2075820,7886680,6
1787568773,28639997952,253403070464,257698037760,0,0,0,0,18210983936,9825951744,38092800,858718208,8932818944,56622200,0,0,7842,0.00,0.00,1005,0,947,0,4098268,1424,1340,1515760,2077484,7694276,5
1787568775,30863462400,253403070464,257698037760,0,0,0,0,20461199360,9825935360,38076416,858718208,8932818944,56608160,0,0,7842,0.00,0.00,947,0,947,0,3863424,1392,1396,1515840,2077980,7460032,4
1787568777,33493225472,253403070464,257698037760,0,0,0,0,23079555072,9825935360,38076416,858718208,8932818944,56580112,0,0,7842,0.00,0.00,947,0,947,0,3864092,1384,1424,1515812,2078024,7460736,4
1787568779,36667056128,253403070464,257698037760,0,0,0,0,26248454144,9825935360,38076416,858718208,8932818944,56580880,0,0,7842,0.00,0.00,947,0,947,0,3864004,1388,1356,1515820,2079588,7462156,4
1787568782,39824769024,253403070464,257698037760,0,0,0,0,29349847040,9825935360,38076416,858718208,8932818944,56577112,0,0,7842,0.00,0.00,947,0,947,0,3864108,1348,1332,1515788,2080932,7463508,4
1787568784,42950647808,253403070464,257698037760,0,0,0,0,32517771264,9825939456,38076416,858722304,8932818944,56575848,0,0,7842,0.00,0.00,947,0,947,0,3864040,1448,1384,1515848,2081516,7464236,4
1787568786,46120923136,253403070464,257698037760,0,0,0,0,35682562048,9825939456,38076416,858722304,8932818944,56575288,0,0,7842,0.00,0.00,947,0,947,0,3864036,1332,1448,1515828,2081492,7464136,4
1787568788,48662605824,253403070464,257698037760,0,0,0,0,38199652352,9825939456,38076416,858722304,8932818944,56579864,0,0,7842,0.00,0.00,947,0,947,0,3864036,1384,1364,1515804,2082164,7464752,4
1787568791,48661766144,253403070464,257698037760,0,0,0,0,38199668736,9825943552,38076416,858722304,8932818944,56577856,0,0,7842,0.00,0.00,947,0,947,0,3864092,1392,1348,1515872,2082724,7465428,4
1787568793,48662413312,253403070464,257698037760,0,0,0,0,38199873536,9825943552,38076416,858726400,8932818944,56577760,0,0,7842,0.00,0.00,947,0,947,0,3864084,1412,1392,1515852,2082760,7465500,4
1787568795,48663633920,253403070464,257698037760,0,0,0,0,38202490880,9825943552,38076416,858726400,8932818944,56585328,0,0,7842,0.00,0.00,947,0,947,0,3864004,1348,1348,1515820,2084136,7466656,4
1787568797,48664199168,253403070464,257698037760,0,0,0,0,38202589184,9825943552,38076416,858726400,8932818944,56580296,0,0,7842,0.00,0.00,947,0,947,0,3864040,1428,1380,1515816,2084188,7466852,4
1787568800,48665886720,253403070464,257698037760,0,0,0,0,38203219968,9825943552,38076416,858726400,8932818944,56597464,0,0,7842,0.00,0.00,947,0,947,0,3864028,1424,1360,1515820,2085116,7467748,4
1787568802,50737942528,253403070464,257698037760,0,0,0,0,40291024896,9825943552,38076416,858726400,8932818944,56586640,0,0,7842,0.00,0.00,947,0,947,0,3863992,1420,1340,1515880,2084536,7467168,4
1787568804,52886700032,253403070464,257698037760,0,0,0,0,42416660480,9825943552,38076416,858726400,8932818944,56585288,0,0,7842,0.00,0.00,947,0,947,0,3864096,1352,1328,1515836,2084380,7466992,4
1787568806,51722448896,253403070464,257698037760,0,0,0,0,41266233344,9825943552,38076416,858726400,8932818944,56585064,0,0,7842,0.00,0.00,947,0,947,0,3864004,1412,1380,1515836,2084500,7467132,4
1787568809,52177883136,253403070464,257698037760,0,0,0,0,41718382592,9825968128,38076416,858730496,8932818944,56580424,0,0,7842,0.00,0.00,947,0,947,0,3864096,1328,1348,1515848,2086172,7468792,4
1787568811,53279043584,253403070464,257698037760,0,0,0,0,42807431168,9825968128,38076416,858750976,8932818944,56580776,0,0,7842,0.00,0.00,947,0,947,0,3864124,1412,1384,1515840,2087192,7469952,4
1787568813,54570663936,253403070464,257698037760,0,0,0,0,44107464704,9826295808,38076416,858894336,8932818944,56593208,0,0,7842,0.00,0.00,947,0,947,0,3864092,1368,1364,1515856,2086648,7469328,4
1787568815,52113358848,253403070464,257698037760,0,0,0,0,41674899456,9826398208,38076416,859017216,8932818944,56601128,0,0,7842,0.00,0.00,947,0,947,0,3864168,1376,1376,1515844,2087636,7470400,4
1787568818,48470528000,253403070464,257698037760,0,0,0,0,37959815168,9826418688,38076416,859107328,8932818944,56617400,0,0,7842,0.00,0.00,947,0,947,0,3864140,1452,1416,1515840,2093008,7475856,4
1787568820,43055808512,253403070464,257698037760,0,0,0,0,32490270720,9826418688,38076416,859123712,8932818944,56605712,0,0,7842,0.00,0.00,947,0,947,0,3864076,1336,1344,1515856,2093596,7476208,4
1787568822,42767835136,253403070464,257698037760,0,0,0,0,32343396352,9826418688,38076416,859123712,8932818944,56604184,0,0,7842,0.00,0.00,947,0,947,0,3864080,1452,1344,1515832,2093572,7476280,4
1787568824,43722919936,253403070464,257698037760,0,0,0,0,33305092096,9826418688,38076416,859172864,8932818944,56603744,0,0,7842,0.00,0.00,947,0,947,0,3864180,1420,1368,1515832,2094744,7477544,4
1787568827,49111269376,253403070464,257698037760,0,0,0,0,38663471104,9826418688,38076416,859197440,8932818944,56602408,0,0,7842,0.00,0.00,947,0,947,0,3864144,1376,1392,1515912,2095912,7478736,4
1787568829,55471230976,253403070464,257698037760,0,0,0,0,45024837632,9826418688,38076416,859197440,8932818944,56600960,0,0,7842,0.00,0.00,947,0,947,0,3864180,1388,1396,1515832,2095524,7478320,4
1787568831,50200596480,253403070464,257698037760,0,0,0,0,39690465280,9826422784,38076416,859205632,8932818944,56605760,0,0,7842,0.00,0.00,947,0,4915,31,3864136,1388,1356,1515808,2096372,7479060,4
1787568833,47112548352,253403070464,257698037760,0,0,0,0,36650160128,9826422784,38076416,859176960,8932847616,56621920,0,0,7842,0.00,0.00,947,0,9105,0,3864144,1384,1448,1515848,2096464,7479288,4
1787568836,32854753280,253403070464,257698037760,0,0,0,0,22410047488,9843200000,54853632,859176960,8932847616,56661664,0,0,7842,0.00,0.00,9553,4,9553,3,3864148,1372,1376,1515872,2097264,7480032,6
1787568838,33672810496,253403070464,257698037760,0,0,0,0,23000915968,10057515008,269148160,859189248,8932847616,57355120,0,0,7842,0.00,0.00,10463,0,10631,0,3947176,1412,1388,1516336,2099056,7565368,7
1787568840,33985708032,253403070464,257698037760,0,0,0,0,23303192576,10057539584,269160448,859209728,8932847616,57656792,0,0,7842,0.00,0.00,10520,0,10677,0,4357048,1416,1376,1516296,2140512,8016648,8
1787568843,34048819200,253403070464,257698037760,0,0,0,0,23366008832,10057539584,269160448,859209728,8932847616,57641712,0,0,7842,0.00,0.00,10520,0,10677,0,4383856,1368,1344,1516564,2173964,8077096,8
1787568845,34146242560,253403070464,257698037760,0,0,0,0,23465820160,10057539584,269160448,859209728,8932847616,57650368,0,0,7842,0.00,0.00,10524,0,10679,0,4465360,1432,1348,1516560,2211976,8196676,8
1787568847,35978817536,253403070464,257698037760,0,0,0,0,25327403008,10057539584,269160448,859209728,8932847616,57647112,0,0,7842,0.00,0.00,10806,0,10963,0,6222624,1452,1396,1516620,2251360,9993452,8
1787568850,36429963264,253403070464,257698037760,0,0,0,0,25743458304,10057539584,269160448,859209728,8932847616,57655200,0,0,7842,0.00,0.00,11384,0,11541,7,6623632,1348,1396,1516592,2279160,10422128,8
1787568852,36579418112,253403070464,257698037760,0,0,0,0,25890750464,10057539584,269160448,859209728,8932847616,57663672,0,0,7842,0.00,0.00,13637,2,13798,91,6939008,1388,1416,1516496,2305436,10763744,8
1787568854,37486809088,253403070464,257698037760,0,0,0,0,26818203648,10057539584,269160448,859209728,8932847616,57660224,0,0,7842,0.00,0.00,13637,0,13798,0,7959704,1392,1420,1516508,2337012,11816036,8
1787568857,38114193408,253403070464,257698037760,0,0,0,0,27419656192,10057539584,269160448,859209728,8932847616,57675872,0,0,7842,0.00,0.00,14349,0,14509,0,8342156,1448,1396,1516616,2373704,12235320,8
1787568859,39417974784,253403070464,257698037760,0,0,0,0,28748353536,10057539584,269160448,859209728,8932847616,57674816,0,0,7842,0.00,0.00,14701,0,14862,0,9246220,1328,1360,1516508,2394788,13160204,8
1787568861,39760916480,253403070464,257698037760,0,0,0,0,29068365824,10057539584,269160448,859209728,8932847616,57693000,0,0,7842,0.00,0.00,15159,0,15319,4,9872888,1392,1328,1516508,2421120,13813236,8
1787568863,39891902464,253403070464,257698037760,0,0,0,0,29197938688,10057539584,269160448,859209728,8932847616,57691112,0,0,7842,0.00,0.00,15765,1,15902,69,9992716,1328,1352,1516536,2452544,13964476,8
1787568866,40767905792,253403070464,257698037760,0,0,0,0,30089875456,10057543680,269160448,859209728,8932847616,57708296,0,0,7842,0.00,0.00,15765,0,15926,0,10997772,1376,1364,1516556,2478788,14995856,8
1787568868,41387270144,253403070464,257698037760,0,0,0,0,30697181184,10057543680,269160448,859213824,8932847616,57708760,0,0,7842,0.00,0.00,16223,0,16383,0,11460976,1328,1384,1516504,2496896,15477088,8
1787568870,41633562624,253403070464,257698037760,0,0,0,0,30911275008,10066743296,278339584,859234304,8932847616,57990192,0,0,7842,0.00,0.00,17111,27,17193,0,11518076,1392,1416,1516548,2523928,15561360,8
1787568873,41655898112,253403070464,257698037760,0,0,0,0,30934728704,10066919424,278339584,859283456,8932847616,58331888,0,0,7842,0.00,0.00,17111,0,17193,53,11526248,1380,1448,1516512,2535216,15580804,8
1787568875,41901928448,253403070464,257698037760,0,0,0,0,31165046784,10085302272,296697856,859344896,8932847616,58363296,0,0,7842,0.00,0.00,17111,0,17193,73,11738044,1328,1340,1516588,2547832,15805132,8
1787568877,41932546048,253403070464,257698037760,0,0,0,0,31193788416,10085380096,296697856,859435008,8932847616,58357184,0,0,7842,0.00,0.00,17111,53,17193,0,11740616,1388,1424,1516544,2571636,15831608,8
1787568879,41966403584,253403070464,257698037760,0,0,0,0,31227731968,10085384192,296697856,859463680,8932847616,58365280,0,0,7842,0.00,0.00,17111,81,17193,0,11754856,1392,1340,1516564,2579916,15854068,8
1787568882,41977348096,253403070464,257698037760,0,0,0,0,31236460544,10085384192,296697856,859500544,8932847616,58355216,0,0,7842,0.00,0.00,17111,67,17193,49,11755176,1340,1344,1516548,2590404,15864812,8
1787568884,41998970880,253403070464,257698037760,0,0,0,0,31261347840,10085384192,296697856,859508736,8932847616,58359264,0,0,7842,0.00,0.00,17111,0,17193,0,11760804,1392,1420,1516584,2602776,15882976,8
1787568886,42014068736,253403070464,257698037760,0,0,0,0,31275991040,10085384192,296697856,859516928,8932847616,58359784,0,0,7842,0.00,0.00,17111,100,17193,82,11761076,1424,1348,1516560,2616312,15896720,8
1787568889,42041159680,253403070464,257698037760,0,0,0,0,31303299072,10085384192,296697856,859516928,8932847616,58348368,0,0,7842,0.00,0.00,17111,0,17193,35,11764812,1420,1388,1516556,2631272,15915448,8
1787568891,42057887744,253403070464,257698037760,0,0,0,0,31320768512,10085388288,296697856,859521024,8932847616,58360744,0,0,7842,0.00,0.00,17111,0,17193,79,11766524,1364,1364,1516512,2649708,15935472,8
1787568893,42078023680,253403070464,257698037760,0,0,0,0,31343468544,10085388288,296697856,859521024,8932847616,58349680,0,0,7842,0.00,0.00,17111,0,17193,0,11769132,1392,1332,1516616,2663104,15951576,8
1787568895,42091802624,253403070464,257698037760,0,0,0,0,31354855424,10085388288,296697856,859521024,8932847616,58350360,0,0,7842,0.00,0.00,17111,0,17193,91,11769612,1332,1384,1516512,2674760,15963600,8
1787568898,42109255680,253403070464,257698037760,0,0,0,0,31370678272,10085388288,296697856,859521024,8932847616,58356440,0,0,7842,0.00,0.00,17111,0,17193,47,11772908,1384,1416,1516564,2686012,15978284,8
1787568900,42120372224,253403070464,257698037760,0,0,0,0,31384027136,10085388288,296697856,859521024,8932847616,58357904,0,0,7842,0.00,0.00,17111,0,17193,69,11773288,1424,1364,1516540,2701896,15994512,8
1787568902,42133417984,253403070464,257698037760,0,0,0,0,31396585472,10085388288,296697856,859521024,8932847616,58350240,0,0,7842,0.00,0.00,17111,99,17193,0,11773892,1420,1384,1516560,2711036,16004292,8
1787568905,42151317504,253403070464,257698037760,0,0,0,0,31414919168,10085388288,296697856,859521024,8932847616,58355728,0,0,7842,0.00,0.00,17111,35,17193,75,11775344,1328,1448,1516504,2724864,16019488,8
1787568907,42155905024,253403070464,257698037760,0,0,0,0,31418953728,10085388288,296697856,859521024,8932847616,58347856,0,0,7842,0.00,0.00,17111,5,17193,100,11776644,1420,1424,1516544,2730164,16026196,8
1787568909,42167672832,253403070464,257698037760,0,0,0,0,31428476928,10085388288,296697856,859521024,8932847616,58347720,0,0,7842,0.00,0.00,17111,0,17193,0,11776900,1368,1340,1516508,2746440,16042556,8
1787568911,42179362816,253403070464,257698037760,0,0,0,0,31442108416,10085388288,296697856,859521024,8932847616,58351672,0,0,7842,0.00,0.00,17111,100,17193,84,11776912,1328,1420,1516560,2757616,16053836,8
1787568914,42175750144,253403070464,257698037760,0,0,0,0,31438364672,10085388288,296697856,859521024,8932847616,58349712,0,0,7842,0.00,0.00,17111,0,17193,0,11780296,1364,1368,1516496,2770704,16070228,8
1787568916,42187563008,253403070464,257698037760,0,0,0,0,31449780224,10085392384,296697856,859521024,8932847616,58343768,0,0,7842,0.00,0.00,17111,0,17193,60,11780340,1344,1340,1516544,2783504,16083072,8
1787568918,42202222592,253403070464,257698037760,0,0,0,0,31464886272,10085392384,296697856,859512832,8932855808,58349320,0,0,7842,0.00,0.00,17111,27,17193,0,11780572,1392,1348,1516540,2790292,16090144,8
1787568921,42212360192,253403070464,257698037760,0,0,0,0,31474364416,10085400576,296697856,859516928,8932855808,58353208,0,0,7842,0.00,0.00,17111,0,17193,50,11780588,1448,1416,1516528,2801116,16101096,8
1787568923,42224230400,253403070464,257698037760,0,0,0,0,31484825600,10085392384,296697856,859516928,8932855808,58350824,0,0,7842,0.00,0.00,17111,99,17193,0,11782380,1340,1388,1516584,2807816,16109508,8
1787568925,42246643712,253403070464,257698037760,0,0,0,0,31509340160,10085396480,296697856,859521024,8932855808,58359320,0,0,7842,0.00,0.00,17111,35,17193,0,11786000,1388,1372,1516496,2822984,16128240,8
1787568928,42269048832,253403070464,257698037760,0,0,0,0,31529672704,10085396480,296697856,859521024,8932855808,58362384,0,0,7842,0.00,0.00,17111,0,17193,29,11786184,1328,1344,1516556,2840808,16146220,8
1787568930,42283851776,253403070464,257698037760,0,0,0,0,31546077184,10085421056,296697856,859545600,8932855808,58365640,0,0,7842,0.00,0.00,17111,0,17193,9,11786700,1372,1392,1516588,2850424,16156476,8
1787568932,42265944064,253403070464,257698037760,0,0,0,0,31528263680,10085445632,296697856,859570176,8932855808,58361576,0,0,7842,0.00,0.00,17111,0,17193,1,11786712,1452,1392,1516556,2857456,16163568,8
1787568934,42278002688,253403070464,257698037760,0,0,0,0,31539228672,10085605376,296697856,859668480,8932855808,58370096,0,0,7842,0.00,0.00,17111,0,17193,61,11786840,1344,1384,1516564,2860976,16167108,8
1787568937,42284470272,253403070464,257698037760,0,0,0,0,31545593856,10085728256,296697856,859787264,8932855808,58357552,0,0,7842,0.00,0.00,17111,0,17193,0,11786948,1376,1384,1516556,2864336,16170600,8
1787568939,42299789312,253403070464,257698037760,0,0,0,0,31558066176,10085736448,296697856,859815936,8932855808,58350720,0,0,7842,0.00,0.00,17111,11,17193,0,11788804,1384,1332,1516620,2866328,16174468,8
1787568941,42297417728,253403070464,257698037760,0,0,0,0,31558647808,10085736448,296697856,859815936,8932855808,58355960,0,0,7842,0.00,0.00,17111,47,17193,100,11788852,1344,1388,1516552,2866912,16175048,8
1787568944,42308841472,253403070464,257698037760,0,0,0,0,31570169856,10085736448,296697856,859828224,8932855808,58358144,0,0,7842,0.00,0.00,17111,51,17193,55,11790292,1376,1416,1516620,2870312,16180016,8
1787568946,42316820480,253403070464,257698037760,0,0,0,0,31575543808,10085736448,296697856,859844608,8932855808,58360648,0,0,7842,0.00,0.00,17111,100,17193,0,11790544,1392,1444,1516568,2873520,16183468,8
1787568948,42321330176,253403070464,257698037760,0,0,0,0,31583768576,10085736448,296697856,859860992,8932855808,58359144,0,0,7842,0.00,0.00,17111,0,17193,85,11792372,1372,1328,1516516,2876892,16188480,8
1787568950,42322235392,253403070464,257698037760,0,0,0,0,31585009664,10085736448,296697856,859860992,8932855808,58357200,0,0,7842,0.00,0.00,17111,61,17193,33,11792452,1340,1376,1516544,2879324,16191036,8
1787568953,41997205504,253403070464,257698037760,0,0,0,0,31256715264,10085736448,296697856,859860992,8932855808,58364776,0,0,7842,0.00,0.00,17111,38,15039,29,11466532,1384,1388,1516516,2883208,15869028,8
1787568955,41219239936,253403070464,257698037760,0,0,0,0,30479495168,10085728256,296689664,859860992,8932855808,58487424,0,0,7842,0.00,0.00,17095,100,11339,0,10465312,1368,1420,1516552,2885896,14870548,7
1787568957,41218641920,253403070464,257698037760,0,0,0,0,30480388096,10085728256,296689664,859860992,8932855808,58491400,0,0,7842,0.00,0.00,17095,100,11339,0,10465524,1388,1324,1516520,2885936,14870692,7
1787568960,41224617984,253403070464,257698037760,0,0,0,0,30483906560,10085728256,296689664,859860992,8932855808,58493856,0,0,7842,0.00,0.00,17095,100,11339,0,10465472,1384,1384,1516552,2888160,14872952,7
1787568962,41227726848,253403070464,257698037760,0,0,0,0,30486376448,10085728256,296689664,859860992,8932855808,58491200,0,0,7842,0.00,0.00,17095,100,11339,0,10467252,1416,1328,1516540,2890408,14876944,7
1787568964,41226317824,253403070464,257698037760,0,0,0,0,30487990272,10085732352,296689664,859860992,8932855808,58492248,0,0,7842,0.00,0.00,17095,100,11339,0,10467340,1328,1420,1516548,2891628,14878264,7
1787568966,41230495744,253403070464,257698037760,0,0,0,0,30491705344,10085736448,296689664,859865088,8932855808,58484448,0,0,7842,0.00,0.00,17095,100,11339,0,10469956,1380,1368,1516564,2891700,14880968,7
1787568969,40025231360,253403070464,257698037760,0,0,0,0,29286162432,10085773312,296697856,859885568,8932855808,58558816,0,0,7842,0.00,0.00,10610,6,10739,6,9279184,1376,1348,1518356,2892628,13692892,6
1787568971,40209862656,253403070464,257698037760,0,0,0,0,29471301632,10085777408,296697856,859893760,8932855808,58627280,0,0,7842,0.00,0.00,10661,0,10739,0,9502512,1392,1372,1518336,2892872,13916484,8
1787568973,40209440768,253403070464,257698037760,0,0,0,0,29471715328,10085777408,296697856,859893760,8932855808,58622120,0,0,7842,0.00,0.00,10661,0,10739,0,9502500,1420,1360,1518472,2892736,13916488,8
1787568976,40214720512,253403070464,257698037760,0,0,0,0,29474664448,10085777408,296697856,859893760,8932855808,58622888,0,0,7842,0.00,0.00,10661,0,10739,0,9504460,1340,1328,1518532,2893856,13919516,8
1787568978,42050019328,253403070464,257698037760,0,0,0,0,31347159040,10085777408,296697856,859893760,8932855808,58622848,0,0,7842,0.00,0.00,10943,0,11021,0,11388396,1428,1420,1518540,2894192,15803976,8
1787568980,42352156672,253403070464,257698037760,0,0,0,0,31542231040,10085777408,296697856,859893760,8932855808,58606224,0,0,7842,0.00,0.00,11521,5,11599,3,11646044,1416,1332,1518560,2894800,16062152,8
1787568982,42427166720,253403070464,257698037760,0,0,0,0,31703990272,10085777408,296697856,859897856,8932855808,58599352,0,0,7842,0.00,0.00,13774,91,13856,95,11831420,1380,1356,1518532,2895104,16247792,8
1787568985,43250180096,253403070464,257698037760,0,0,0,0,32485769216,10085777408,296697856,859897856,8932855808,58609632,0,0,7842,0.00,0.00,13774,0,13856,0,12615912,1344,1412,1518436,2894680,17031784,8
1787568987,43986587648,253403070464,257698037760,0,0,0,0,33254277120,10085777408,296697856,859897856,8932855808,58595080,0,0,7842,0.00,0.00,14485,4,14568,0,13316788,1328,1340,1518528,2894688,17732672,8
1787568989,44994146304,253403070464,257698037760,0,0,0,0,34244702208,10085801984,296697856,859918336,8932855808,58596480,0,0,7842,0.00,0.00,14837,0,14920,0,14336668,1360,1380,1518504,2895200,18753112,8
1787568992,45558398976,253403070464,257698037760,0,0,0,0,34807169024,10085826560,296697856,859942912,8932855808,58600512,0,0,7842,0.00,0.00,15295,6,15377,6,14841768,1412,1448,1518560,2895800,19258988,8
1787568994,45640380416,253403070464,257698037760,0,0,0,0,34889945088,10085986304,296697856,859992064,8932855808,58599440,0,0,7842,0.00,0.00,15551,0,15704,71,14986664,1328,1420,1518496,2895592,19403500,8
1787568996,46386929664,253403070464,257698037760,0,0,0,0,35634360320,10086092800,296697856,860110848,8932855808,58616216,0,0,7842,0.00,0.00,15901,0,15984,0,15696288,1364,1396,1518504,2895928,20113480,8
1787568998,47025602560,253403070464,257698037760,0,0,0,0,36242018304,10086092800,296697856,860164096,8932855808,58612320,0,0,7842,0.00,0.00,16359,0,16442,0,16303960,1392,1376,1518564,2893668,20718960,8
1787569001,47211802624,253403070464,257698037760,0,0,0,0,36457250816,10086092800,296697856,860188672,8932855808,58629296,0,0,7842,0.00,0.00,17111,0,17194,0,16501576,1392,1452,1518492,2894116,20917028,8
1787569003,47210807296,253403070464,257698037760,0,0,0,0,36457500672,10086092800,296697856,860200960,8932855808,58627152,0,0,7842,0.00,0.00,17111,96,17194,50,16501616,1356,1428,1518452,2894184,20917036,8
1787569005,47210348544,253403070464,257698037760,0,0,0,0,36456800256,10086092800,296697856,860217344,8932855808,58627936,0,0,7842,0.00,0.00,17111,100,17194,81,16501656,1368,1372,1518504,2894484,20917384,8
1787569008,47212990464,253403070464,257698037760,0,0,0,0,36458274816,10086092800,296697856,860217344,8932855808,58625872,0,0,7842,0.00,0.00,17111,44,17194,89,16501676,1416,1328,1518460,2894860,20917740,8
1787569010,47212068864,253403070464,257698037760,0,0,0,0,36458450944,10086092800,296697856,860217344,8932855808,58625736,0,0,7842,0.00,0.00,17111,0,17194,0,16501656,1392,1392,1518440,2894768,20917648,8
1787569012,47210053632,253403070464,257698037760,0,0,0,0,36458405888,10086092800,296697856,860217344,8932855808,58623464,0,0,7842,0.00,0.00,17111,48,17194,100,16501600,1380,1432,1518504,2894572,20917488,8
1787569014,47206756352,253403070464,257698037760,0,0,0,0,36454502400,10086096896,296697856,860217344,8932855808,58630480,0,0,7842,0.00,0.00,17111,0,17194,45,16501652,1360,1380,1518532,2890424,20913348,8
1787569017,47208222720,253403070464,257698037760,0,0,0,0,36454825984,10086100992,296697856,860225536,8932855808,58634464,0,0,7842,0.00,0.00,17111,54,17194,88,16501628,1372,1376,1518476,2890404,20913256,8
1787569019,47208013824,253403070464,257698037760,0,0,0,0,36454277120,10086100992,296697856,860225536,8932855808,58627144,0,0,7842,0.00,0.00,17111,0,17194,0,16501688,1420,1340,1518440,2889804,20912692,8
1787569021,47208161280,253403070464,257698037760,0,0,0,0,36455907328,10086100992,296697856,860225536,8932855808,58633096,0,0,7842,0.00,0.00,17111,41,17194,100,16501792,1416,1416,1518456,2890556,20913636,8
1787569024,47210827776,253403070464,257698037760,0,0,0,0,36455743488,10086100992,296697856,860225536,8932855808,58625312,0,0,7842,0.00,0.00,17111,55,17194,0,16501696,1368,1364,1518452,2890444,20913324,8
1787569026,47209672704,253403070464,257698037760,0,0,0,0,36455809024,10086100992,296697856,860225536,8932855808,58625240,0,0,7842,0.00,0.00,17111,0,17194,97,16501740,1392,1388,1518440,2890392,20913352,8
1787569028,47209996288,253403070464,257698037760,0,0,0,0,36456022016,10086100992,296697856,860225536,8932855808,58628184,0,0,7842,0.00,0.00,17111,100,17194,0,16501796,1348,1448,1518492,2890628,20913712,8
1787569030,47210479616,253403070464,257698037760,0,0,0,0,36456013824,10086100992,296697856,860225536,8932855808,58634376,0,0,7842,0.00,0.00,17111,0,17194,55,16501720,1324,1392,1518540,2891516,20914492,8
1787569033,47211094016,253403070464,257698037760,0,0,0,0,36455985152,10086100992,296697856,860225536,8932855808,58632280,0,0,7842,0.00,0.00,17111,100,17194,49,16501704,1416,1376,1518536,2892300,20915332,8
